,Vol % (standardize 252 days 21d window),Drawdown %,VaR daily % (parametrical 95.0% confidence),Sharpe (21d window),Beta (252d window),Portfolio return cumulative %,Portfolio NAV,Benchmark NAV,CDI (a.d.),CDI (a.d.) accumulated,Portfolio return %
2025-04-15,,-0.028487604542993185,0.020429274152854136,,1.1004033686345882,-3.423698835125499e-05,99996576.30116488,100579361.12262684,0.0005253100000000001,0.005793611226268425,0.004076134809416543
2025-04-16,,-0.03480542670763773,0.020330241202328722,,1.096426328492184,-0.006537093659025883,99346290.63409741,100632196.46681818,0.0005253100000000001,0.006321964668181801,-0.0065030793165253425
2025-04-17,,-0.01986160256496262,0.020346477155291913,,1.0966994195945687,0.00884440078306259,100884440.07830626,100685059.56594415,0.0005253100000000001,0.006850595659441572,0.015482706343551339
2025-04-22,,-0.018332931154094338,0.020325272910284794,,1.0946498876760609,0.010417843469858079,101041784.3469858,100737950.43458474,0.0005253100000000001,0.007379504345847332,0.0015596485301144491
2025-04-23,,-0.014845980635988604,0.020328339162625435,,1.0881029765099501,0.014006918762902831,101400691.87629028,100790869.08732753,0.0005253100000000001,0.007908690873275281,0.003552070379833794
2025-04-24,,0.0,0.020390708343026743,,1.087026510693725,0.033823053187781005,103382305.3187781,100843815.5387678,0.0005253100000000001,0.008438155387678004,0.019542405538074542
2025-04-25,,0.0,0.020403017935748665,,1.0875091249221638,0.04127624924963924,104127624.92496392,100896789.80350848,0.0005253100000000001,0.008967898035084687,0.007209353707944857
2025-04-28,,-0.0023666649338999835,0.020404669971678425,,1.0878772612441996,0.03881189726403722,103881189.72640373,100949791.89616016,0.0005253100000000001,0.00949791896160157,-0.002366664933900059
2025-04-29,,0.0,0.020403324899587814,,1.0878392816395965,0.04285382474384303,104285382.47438431,101002821.83134113,0.0005253100000000001,0.010028218313411275,0.0038909137356350904
2025-04-30,0.23677701278108915,0.0,0.02040424052260204,0.15123502503244993,1.0879287747823088,0.04612503194861062,104612503.19486105,101055879.62367734,0.0005253100000000001,0.010558796236773471,0.0031367840124392754
2025-05-02,0.23882522591571204,0.0,0.020399300343786085,0.1869218853897474,1.0905210270585461,0.05834852455924211,105834852.45592421,101108965.28780247,0.0005253100000000001,0.011089652878024658,0.011684542705055881
2025-05-05,0.23354411263347807,-0.008267359388597408,0.020412041845438943,0.10077623156190521,1.0909257286169505,0.049598776948319045,104959877.69483191,101162078.83835779,0.0005253100000000001,0.01162078838357794,-0.008267359388597462
2025-05-06,0.23313183733371912,-0.010989454076965237,0.02028014008248201,0.06985788691714241,1.0857233778901576,0.0467178520511744,104671785.20511743,101215220.28999236,0.0005253100000000001,0.012152202899923692,-0.0027447868275158743
2025-05-07,0.23357711946540802,-0.005628947411083107,0.02025256332037039,0.07889805811048588,1.0848044738066864,0.05239113637190074,105239113.63719007,101268389.65736291,0.0005253100000000001,0.012683896573629116,0.005420070279310615
2025-05-08,0.20377950761204136,0.0,0.020190058678942684,0.3132291563894695,1.0777637914974822,0.07765923483803738,107765923.48380373,101323343.96169437,0.00054266,0.013233439616943787,0.024010177958404377
2025-05-09,0.1957132567061651,-0.0021907471653479214,0.020175050442318432,0.36778479687316423,1.0772212986711573,0.07529835592410494,107529835.59241049,101378328.08752863,0.00054266,0.013783280875286241,-0.002190747165347798
2025-05-12,0.1999650551918967,0.0,0.020302101237548296,0.4779032955360849,1.0771973384144622,0.10004752374949377,110004752.37494938,101433342.0510486,0.00054266,0.014333420510486139,0.023016093802282006
2025-05-13,0.1756554306272649,0.0,0.020352546716627874,0.46761859488717283,1.0752132996406951,0.11888257783394018,111888257.78339402,101488385.86844604,0.00054266,0.014883858684460405,0.01712203671005723
2025-05-14,0.14854587657225857,-0.0009315799465398346,0.02032937769684581,0.6579183475419155,1.0753603391535358,0.11784024926189729,111784024.92618974,101543459.5559214,0.00054266,0.015434595559214115,-0.0009315799465398622
2025-05-15,0.1492810176682483,-0.0015993298232168326,0.020327779744434244,0.5959419801459068,1.0738253243489924,0.11709311555853263,111709311.55585326,101598563.12968403,0.00054266,0.015985631296840275,-0.0006683725191127116
2025-05-16,0.16150956648211098,-0.01405057208805699,0.020370846519308816,0.4846980202685958,1.075474193403612,0.10316163751601337,110316163.75160134,101653696.60595198,0.00054266,0.01653696605951982,-0.012471187807431491
2025-05-19,0.16185751689939212,-0.012292515554192305,0.02032571610639357,0.47294685448428025,1.0741331856011045,0.10512869634260169,110512869.63426016,101708860.00095215,0.00054266,0.017088600009521615,0.0017831102530156129
2025-05-20,0.15843399763381272,0.0,0.020242994612683324,0.5736526492183339,1.0801779790743933,0.11890055659295284,111890055.65929529,101764053.3309203,0.00054266,0.0176405333092029,0.012461770557518417
2025-05-21,0.1637574569908213,-0.010507334620275421,0.020273379608490558,0.43503031559728533,1.0754034931699064,0.10714389403801827,110714389.40380183,101819276.61210084,0.00054266,0.018192766121008397,-0.010507334620275421
2025-05-22,0.16415723795873424,-0.010388569068032798,0.020269364157171406,0.4273415370874148,1.0746717273530069,0.10727678088052661,110727678.08805266,101874529.86074716,0.00054266,0.01874529860747165,0.00012002671308025681
2025-05-23,0.1667621454412057,-0.014408189729670406,0.02027401197010602,0.38615267429522254,1.0738357757637198,0.10277922508492776,110277922.50849278,101929813.0931214,0.00054266,0.019298130931213908,-0.004061817129428311
2025-05-26,0.1571762639092563,-0.008836107266258112,0.020201174705972862,0.34290580146205984,1.072241845194171,0.10901383125462161,110901383.12546216,101985126.3254945,0.00054266,0.019851263254945017,0.005653539736581115
2025-05-27,0.1594516411352338,0.0,0.020003508427611855,0.36037628239375646,1.06374664172287,0.1222406453334981,112224064.53334981,102040469.5741463,0.00054266,0.020404695741462975,0.011926644831753916
2025-05-28,0.16412477434213746,-0.008946362906380118,0.020019516997621445,0.31981037421579783,1.0656754057838134,0.1122006732520544,111220067.32520545,102095842.85536541,0.00054266,0.02095842855365415,-0.008946362906380068
2025-05-29,0.16672149752254078,-0.014106012508680498,0.019967032415802003,0.27358207927004624,1.064123501540221,0.1064103047526741,110641030.47526741,102151246.1854493,0.00054266,0.02151246185449307,-0.005206226392984764
2025-05-30,0.17844117728756825,-0.029389584336202867,0.02003226990341586,0.17665334637929286,1.0659384800553209,0.08925845924195452,108925845.92419545,102206679.5807043,0.00054266,0.02206679580704307,-0.015502246713576848
2025-06-02,0.1787022395227765,-0.03818096999960246,0.02003095279047423,0.08865393593316914,1.0657839129261364,0.07939240892168531,107939240.89216854,102262143.05744557,0.00054266,0.022621430574455648,-0.009057584301098917
2025-06-03,0.18722537386455418,-0.018664925305560312,0.02013713028833023,0.1999225297644732,1.0733399837641775,0.10129410751348455,110129410.75134845,102317636.63199711,0.00054266,0.02317636631997111,0.02029076581488938
2025-06-04,0.18858218267679644,-0.02438104976325274,0.020052932847420445,0.1861377620193531,1.0705039135965415,0.09487924031327721,109487924.03132772,102373160.32069184,0.00054266,0.02373160320691836,-0.00582484474986511
2025-06-05,0.18848385253788708,-0.025184594416229986,0.020050862430505863,0.16119404742495103,1.0690108069504907,0.09397746984336575,109397746.98433657,102428714.13987146,0.00054266,0.024287141398714684,-0.0008236255074609011
2025-06-06,0.17161270117853267,-0.029911945075931288,0.02004339822838013,0.04991834506190544,1.0687349875797438,0.08867224478830482,108867224.47883049,102484298.10588662,0.00054266,0.024842981058866176,-0.004849482920174258
2025-06-09,0.17196319813772906,-0.033400720122597136,0.020046614779728588,0.04363774997589812,1.0690965218389337,0.08475699962851113,108475699.9628511,102539912.23509675,0.00054266,0.02539912235096753,-0.0035963488355075096
2025-06-10,0.1511786265534688,-0.03328590673786494,0.01997444082974424,-0.06485476751903921,1.0658911948157648,0.08488584787548592,108488584.78754859,102595556.54387024,0.00054266,0.025955565438702477,0.0001187807472262381
2025-06-11,0.13773242589846943,-0.03008186087666008,0.019902631742524313,-0.1469680891082348,1.0674727865059532,0.08848155837044258,108848155.83704425,102651231.04858436,0.00054266,0.02651231048584357,0.0033143675917590293
2025-06-12,0.1415197475873318,-0.022222981312708705,0.019910709894116873,-0.09477869552637196,1.0679226596796934,0.09730111244388961,109730111.24438897,102706935.7656252,0.00054266,0.027069357656251958,0.008102621496546752
2025-06-13,0.14203894696850491,-0.02648739409806731,0.01983221170545926,-0.11408613186652218,1.0646807841917956,0.09251541508768035,109251541.50876804,102762670.71138778,0.00054266,0.027626707113877824,-0.004361334643642759
2025-06-16,0.14322775443195818,-0.014126239006812135,0.0198138019875717,0.019696246339605237,1.0632291140065555,0.10638760575435802,110638760.5754358,102818435.90227602,0.00054266,0.028184359022760175,0.012697478200400736
2025-06-17,0.14326516622274815,-0.012124945839545485,0.01978485330562083,0.020993636356227873,1.0612805823916363,0.10863353828989286,110863353.82898928,102874231.35470276,0.00054266,0.028742313547027498,0.002029968994458786
2025-06-18,0.13673665615811997,-0.016202303912479683,0.019789062821121164,-0.0697148785881545,1.0615129085068196,0.10405776133486744,110405776.13348675,102930057.08508968,0.00054266,0.02930057085089688,-0.0041274026059898855
2025-06-20,0.1364858948309641,-0.026265747063067574,0.019715074946666317,-0.0683023973291112,1.0571594273961051,0.09276415639927471,109276415.63992748,102986803.45486128,0.0005513100000000001,0.029868034548612865,-0.010229179424397217
2025-06-23,0.13901137361460303,-0.03432166216561181,0.01973642772467037,-0.11270307989385098,1.0584412023764633,0.0837234810358436,108372348.10358436,103043581.109474,0.0005513100000000001,0.03043581109474003,-0.00827321733650252
2025-06-24,0.14307295566259867,-0.025188684059745305,0.019749074549836307,-0.03807363793133809,1.0591234008712758,0.09397288027918793,109397288.02791879,103100390.06617549,0.0005513100000000001,0.031003900661754846,0.009457577899435812
2025-06-25,0.14635179419064298,-0.0364372293094893,0.01977214268223118,-0.1260237333646776,1.0598871203244822,0.08134930559905218,108134930.55990522,103157230.34222288,0.0005513100000000001,0.03157230342222883,-0.01153920257777695
2025-06-26,0.1550341035087442,-0.018749888774119823,0.019792356420238775,-0.08761634037413206,1.0606260207577034,0.10119875805569856,110119875.80556986,103214101.95488286,0.0005513100000000001,0.03214101954882853,0.01835618921089527
2025-06-27,0.15268019042481945,-0.022564371472725712,0.01976553527975518,-0.06391976542191118,1.060795636003022,0.09691799053040162,109691799.05304016,103271004.9214316,0.0005513100000000001,0.03271004921431597,-0.0038873704623997585
2025-06-30,0.16311863955564548,-0.006069245962493082,0.019829900381517974,0.04250434984295067,1.061387999935715,0.11542949082786214,111542949.08278622,103327939.25915484,0.0005513100000000001,0.03327939259154844,0.016875920038935288
2025-07-01,0.15279835711467132,-0.007723026743660398,0.01983126001322729,0.11383678832321419,1.0602330021454918,0.11357355081676479,111357355.08167648,103384904.98534782,0.0005513100000000001,0.03384904985347825,-0.0016638792737315028
2025-07-02,0.1564671376194835,-0.020450017701503863,0.01967904866982242,0.09296127305359762,1.0541364498022312,0.09929080427108095,109929080.4271081,103441902.11731529,0.0005513100000000001,0.034419021173152986,-0.012826046860764592
2025-07-03,0.1483653547654132,-0.0063727922894540705,0.019679148818040417,0.06787668788470205,1.0525988543704983,0.11508883880200482,111508883.88020048,103498930.67237161,0.0005513100000000001,0.03498930672371614,0.014371114967526077
2025-07-04,0.14672977521107808,-0.0030332932245015942,0.019680495085677725,0.11595691757350185,1.0546174064537068,0.1188365603877477,111883656.03877477,103555990.6678406,0.0005513100000000001,0.03555990667840603,0.0033609174940440745
2025-07-07,0.15702599155074776,-0.018087104379338574,0.01974296755081512,0.039628474436515765,1.0547881864318838,0.10194256164261484,110194256.16426149,103613082.12105569,0.0005513100000000001,0.036130821210556885,-0.015099612707756074
2025-07-08,0.15610482825288863,-0.014989690286910157,0.01963809428496656,0.07862101256746361,1.050719050922846,0.10541860563256678,110541860.56325668,103670205.04935986,0.0005513100000000001,0.03670205049359865,0.0031544693080647196
2025-07-09,0.16487167723419227,-0.029759111424726623,0.01966003927439084,0.02218191626443818,1.050053962362433,0.08884376092366142,108884376.09236614,103727359.47010563,0.0005513100000000001,0.03727359470105629,-0.014994179240741687
2025-07-10,0.16921191173037342,-0.040196080384321695,0.019693470536609345,-0.026973373427367435,1.0513137232350718,0.07713097014311976,107713097.01431197,103784545.40065509,0.0005513100000000001,0.03784545400655093,-0.010757090411764564
2025-07-11,0.16871715739869345,-0.04006050296338177,0.019679202974749222,-0.04126944524928,1.051201073492788,0.07728312063548803,107728312.0635488,103841762.85837995,0.0005513100000000001,0.03841762858379938,0.0001412553316037235
2025-07-14,0.1694619238999812,-0.05055877482048326,0.01971287771191315,-0.12601652463206306,1.0528775748331634,0.06550153325168795,106550153.32516879,103899011.86066139,0.0005513100000000001,0.038990118606613944,-0.010936389105261679
2025-07-15,0.16970350670208378,-0.04779463725424285,0.019712102779832437,-0.09344170090882901,1.0527188662723632,0.06860356077781615,106860356.07778162,103956292.42489031,0.0005513100000000001,0.039562924248903064,0.0029113308890897083
2025-07-16,0.1644245968868504,-0.04203239691956756,0.019720880290043374,-0.1269961803529408,1.0556649327999552,0.07507018108956887,107507018.10895689,104013604.5684671,0.0005513100000000001,0.040136045684670885,0.006051468055230533
2025-07-17,0.16647947961328322,-0.03549511121701029,0.019728089959291616,-0.1036599731316317,1.0558281894942663,0.08240658881513618,108240658.88151363,104070948.30880174,0.0005513100000000001,0.04070948308801747,0.006824119815259086
2025-07-18,0.1771591838679253,-0.053542988504306964,0.019807055848011693,-0.1596430145170215,1.0563659785070063,0.06215252736134058,106215252.73613405,104128323.66331388,0.0005513100000000001,0.04128323663313882,-0.018712064083023422
2025-07-21,0.17532605356596248,-0.05954561107619169,0.01981844780389987,-0.14455323503925335,1.0533826142769702,0.05541614033257525,105541614.03325753,104185730.6494327,0.0005513100000000001,0.04185730649432706,-0.006342203078403649
2025-07-22,0.17364168879950695,-0.06111531537568094,0.019816738765620737,-0.1172051388415162,1.053357097776976,0.05365455436653366,105365455.43665336,104243169.28459705,0.0005513100000000001,0.04243169284597048,-0.0016690913647450373
2025-07-23,0.17663856342633344,-0.049067927590208706,0.01970466313867395,-0.10077743444658722,1.0488518693128384,0.06717462260948492,106717462.2609485,104300639.58625536,0.0005513100000000001,0.043006395862553504,0.012831594745091351
2025-07-24,0.17740704601876772,-0.0609837184831723,0.019737770983682124,-0.10456540838881383,1.048935660735341,0.05380223774810644,105380223.77481064,104358141.57186565,0.0005513100000000001,0.04358141571865648,-0.012530643606085676
2025-07-25,0.16337791675587585,-0.05860522484750777,0.019726266622223015,-0.18675641986896616,1.0480825251557226,0.05647147998071622,105647147.99807163,104415675.25889564,0.0005513100000000001,0.04415675258895635,0.0025329631471591174
2025-07-28,0.1688586039679218,-0.07208011019597846,0.01973627566698901,-0.2273705497241243,1.048498367518615,0.04134941595145358,104134941.59514536,104473240.66482262,0.0005513100000000001,0.0447324066482262,-0.01431374562949754
2025-07-29,0.15486584045099883,-0.0698929032648668,0.01973659792383675,-0.31878343297982437,1.048045918794498,0.043803988469302224,104380398.84693022,104530837.80713354,0.0005513100000000001,0.045308378071335476,0.002357107499413008
2025-07-30,0.16113747635661538,-0.060816540642303844,0.019757365456537175,-0.25279177237061334,1.0480345005103477,0.05398985151612812,105398985.15161282,104588466.703325,0.0005513100000000001,0.045884667033250004,0.00975840594531839
2025-07-31,0.15948346091311333,-0.07070649046310237,0.019736962610064517,-0.2445323159505013,1.0483908077045654,0.04289094784691927,104289094.78469193,104646127.37090322,0.0005513100000000001,0.04646127370903219,-0.010530370527992716
2025-08-01,0.14879603188189144,-0.07947281774122175,0.019744639414700626,-0.3830298712100937,1.0486893479385828,0.03305301906511793,103305301.9065118,104703819.82738408,0.0005513100000000001,0.047038198273840814,-0.009433324550483457
2025-08-04,0.14700882880410787,-0.08030314607880723,0.019744487003666326,-0.40960667922723965,1.0502409705226914,0.032121190855707304,103212119.08557074,104761544.09029312,0.0005513100000000001,0.04761544090293124,-0.000902013925920167
2025-08-05,0.14399063280559066,-0.07570201867064787,0.01974966767428574,-0.31265746788320176,1.055674776474251,0.03728476304750172,103728476.30475017,104819300.17716554,0.0005513100000000001,0.04819300177165542,0.005002873923665427
2025-08-06,0.15372128709990154,-0.06310679500466132,0.019783664364517846,-0.24136805971083658,1.0578082541285072,0.05141963498253821,105141963.49825382,104877088.10554624,0.0005513100000000001,0.048770881055462345,0.013626799928602815
2025-08-07,0.15991044566959,-0.047469518498520366,0.019856808735854024,-0.08224599572950529,1.0661797473465446,0.06896842226004818,106896842.22600482,104934907.89298971,0.0005513100000000001,0.04934907892989715,0.01669056454115149
2025-08-08,0.15665838733570114,-0.05234300223141371,0.019783329449328913,-0.05673490276188573,1.0636411558143353,0.06349920073062365,106349920.07306236,104992759.5570602,0.0005513100000000001,0.049927595570602,-0.005116354623330488
2025-08-11,0.15796386376457697,-0.058494744864252095,0.019795919011220516,-0.08800691189978159,1.0666910990637704,0.056595465108421505,105659546.51084214,105050643.1153316,0.0005513100000000001,0.0505064311533161,-0.0064915287359493395
2025-08-12,0.1695255396182054,-0.03938770319097052,0.01967465033974652,0.05725480012384542,1.0606454861844952,0.07803816388625906,107803816.3886259,105108558.58538753,0.0005513100000000001,0.05108558585387524,0.020294142352425423
2025-08-13,0.18683305564278216,-0.06081204952940367,0.01970581150303512,-0.05006577857184349,1.0617286049944048,0.053994891625567476,105399489.16255675,105166505.98482125,0.0005513100000000001,0.05166505984821246,-0.02230280250377882
2025-08-14,0.1852984215247681,-0.060724722498682625,0.019609764293848014,-0.07478819733354455,1.0595487778847585,0.05409289356887892,105409289.35688789,105224485.33123574,0.0005513100000000001,0.0522448533123574,9.298142153273126e-05
2025-08-15,0.18766871178937555,-0.050832760810690915,0.019609259621611773,-0.058910361815535,1.0583383001127666,0.06519405503722497,106519405.5037225,105282496.64224371,0.0005513100000000001,0.05282496642243717,0.01053148307523509
2025-08-18,0.1761092985571723,-0.048055271309734485,0.019610073288538286,0.030102824908282463,1.0602120678167115,0.06831106664718534,106831106.66471854,105340539.93546757,0.0005513100000000001,0.0534053993546757,0.0029262382710646823
2025-08-19,0.20019286449953658,-0.07441800592013152,0.01981551408210349,-0.05414138173334521,1.0659453496356892,0.03872573434525761,103872573.43452576,105398615.22853939,0.0005513100000000001,0.05398615228539394,-0.027693555955363366
2025-08-20,0.20028907112450328,-0.07308873074740722,0.019814725934404354,-0.0423956031852974,1.0682772721659195,0.04021750097292154,104021750.09729216,105456722.53910105,0.0005513100000000001,0.054567225391010554,0.0014361506395182966
2025-08-21,0.1948366133563329,-0.0780751925834866,0.01982011617304185,-0.114238210168303,1.0684058196347794,0.03462149082406896,103462149.0824069,105514861.8848041,0.0005513100000000001,0.05514861884804101,-0.0053796539123966425
2025-08-22,0.21361922983510395,-0.053175298238595126,0.019969193098089446,0.03572276465656612,1.0686288727092434,0.06256516432241588,106256516.43224159,105573033.28330983,0.0005513100000000001,0.05573033283309825,0.02700859565181646
2025-08-25,0.21354051707095298,-0.054102172259996494,0.019961851970033168,0.02330390841923507,1.0683425925483707,0.06152498862249556,106152498.86224955,105631236.75228925,0.0005513100000000001,0.05631236752289248,-0.0009789288552327635
2025-08-26,0.2072078100440034,-0.05663363077283877,0.01996040326341396,0.06647166868204778,1.0683159653778727,0.05868408298740846,105868408.29874085,105689472.30942316,0.0005513100000000001,0.0568947230942316,-0.0026762494199724096
2025-08-27,0.218231434756506,-0.03717745900743122,0.020033998846849154,0.12638907395384674,1.0716124977436827,0.08051858974513881,108051858.97451389,105747739.97240208,0.0005513100000000001,0.05747739972402077,0.02062419479861971
2025-08-28,0.22183247710523532,-0.022173028498307934,0.020013807797631303,0.14418831128021933,1.0706247824969992,0.09735717152255896,109735717.1522559,105806039.75892626,0.0005513100000000001,0.058060397589262625,0.01558379646331845
2025-08-29,0.21709697185329105,-0.02012778924200081,0.0200098073928561,0.1912830724161546,1.0760739682736222,0.09965242214541847,109965242.21454185,105864371.68670577,0.0005513100000000001,0.058643716867057716,0.002091616733752147
2025-09-01,0.2147171762645193,-0.025427830598405962,0.02001744880235031,0.2075714082556499,1.0764514151116473,0.09370450031331212,109370450.03133121,105922735.77346039,0.0005513100000000001,0.05922735773460386,-0.005408910772461972
2025-09-02,0.2195828301441175,-0.0359891605307941,0.020048481544894987,0.16877042419939012,1.078536408820311,0.08185214659440887,108185214.65944089,105981132.03691965,0.0005513100000000001,0.05981132036919656,-0.01083688849731168
2025-09-03,0.22177365808031954,-0.042932481004227564,0.020018345729476722,0.12550032667189853,1.0780661398792086,0.07406007014554561,107406007.01455456,106039560.49482295,0.0005513100000000001,0.06039560494822949,-0.0072025336118174965
2025-09-04,0.2222909866367328,-0.029177233884647092,0.02007221544288744,0.12774337227242644,1.079947264810529,0.08949676754974534,108949676.75497453,,,,0.014372284971088986
